id,car_name,yr_mfr,date_mfr,fuel_type,kms_run,sale_price,city,times_viewed,body_type,transmission,variant,assured_buy,emi_starts_from,booking_down_pymnt,total_owners
938,hyundai verna,2014,2021-03-06T12:27:26.681,diesel,84023,491399,ghaziabad,2035,sedan,manual,fluidic 1.6 sx crdi opt,TRUE,11414,73710,1
939,maruti ertiga,2018,2020-05-25T10:58:27.911,petrol & cng,10312,775000,mumbai,472,suv,manual,vxi cng,FALSE,18001,116250,1
940,maruti swift,2014,2021-03-20T08:35:27.423,petrol,32555,397899,new delhi,1488,hatchback,manual,vxi,TRUE,9242,59685,1
941,hyundai i10,2015,2021-03-05T08:47:00.819,petrol,30511,316699,ahmedabad,2881,hatchback,manual,sportz 1.1 irde2,TRUE,7356,47505,1
942,ford figo,2010,2021-02-13T10:20:09.741,diesel,116520,251099,bengaluru,1293,hatchback,manual,1.4 titanium duratorq,TRUE,5832,37665,2
943,hyundai grand i10,2017,2021-03-18T12:52:48.577,petrol,30373,425699,new delhi,553,hatchback,manual,sportz o 1.2,TRUE,9888,63855,1
944,chevrolet sail uva,2015,2021-04-02T06:10:44.105,diesel,57445,199799,mumbai,4971,hatchback,manual,1.3 base,TRUE,4641,29970,2
945,maruti eeco,2010,2021-04-05T12:37:38.181,petrol,51536,232199,chennai,2019,suv,manual,5 str,FALSE,5393,34830,3
946,tata nano,2016,2021-03-07T10:16:47.784,petrol,14330,205899,bengaluru,931,hatchback,automatic,twist xta,TRUE,4783,30885,3
947,maruti alto,2010,2021-01-02T05:02:36.691,petrol,42016,133199,new delhi,412,hatchback,manual,lxi,TRUE,3094,19980,1
948,maruti zen estilo,2011,2021-03-27T13:42:13.501,petrol,43511,252699,bengaluru,887,hatchback,manual,vxi,FALSE,5870,37905,3
949,maruti ritz,2013,2021-03-05T13:57:07.658,petrol,57033,323699,chennai,1196,hatchback,manual,vxi bs iv,TRUE,7519,48555,1
950,hyundai i10,2012,2021-02-19T09:25:50.586,petrol,24076,244799,mumbai,642,hatchback,manual,era 1.1 irde,TRUE,5686,36720,1
951,maruti ciaz,2017,2021-04-04T10:43:53.299,diesel,69848,615099,ghaziabad,1377,sedan,manual,vdi+ shvs,TRUE,14287,92265,1
952,tata tiago,2016,2021-03-26T16:26:35.922,petrol,39149,341599,new delhi,1894,hatchback,manual,xm 1.2 revotron,TRUE,7934,51240,1
953,maruti eeco,2010,2021-04-06T09:24:35.535,petrol,58745,222999,pune,1609,suv,manual,5 str with ac plushtr,TRUE,5180,33450,2
954,maruti ritz,2009,2021-03-13T09:59:49.339,petrol,75433,203099,gurgaon,513,hatchback,manual,vxi,TRUE,4717,30465,1
955,hyundai santro xing,2013,2021-04-23T13:29:16.346,petrol,50603,231299,pune,716,hatchback,manual,gls,TRUE,5372,34695,1
956,maruti swift dzire,2013,2021-03-25T05:14:08.29,diesel,53065,407799,mumbai,925,sedan,manual,ldi bs iv,TRUE,9472,61170,1
957,maruti ciaz,2014,2021-02-23T13:08:50.505,diesel,46586,605099,bengaluru,986,sedan,manual,zdi,TRUE,14055,90765,2
958,maruti celerio,2016,2021-03-10T13:01:12.376,petrol & cng,37772,426399,mumbai,900,hatchback,manual,vxi cng,TRUE,9904,63960,1
959,maruti alto k10,2014,2021-03-25T11:45:26.221,petrol,24316,274399,new delhi,1809,hatchback,,vxi amt,TRUE,6374,41160,2
960,renault kwid,2016,2020-12-13T11:00:05.518,petrol,44582,237499,mumbai,4632,hatchback,manual,rxt,TRUE,5517,35625,2
961,maruti ciaz,2017,2021-03-26T08:28:56.164,petrol,83043,630899,mumbai,810,sedan,automatic,zxi amt,FALSE,14654,94635,1
962,hyundai i10,2011,2021-04-15T10:07:31.184,petrol,65816,354199,hyderabad,523,hatchback,automatic,sportz 1.2 at kappa2,TRUE,8227,53130,2
963,hyundai eon,2017,2021-04-07T09:00:01.435,petrol,35926,332999,hyderabad,812,hatchback,manual,sportz,TRUE,7735,49950,1
964,maruti swift,2019,2021-02-02T09:11:48.194,petrol,12889,582599,chennai,1982,hatchback,manual,vxi,TRUE,13532,87390,1
965,hyundai verna,2014,2021-03-10T11:42:06.549,diesel,74024,456999,pune,2141,sedan,manual,fluidic 1.4 crdi cx,FALSE,10615,68550,2
966,maruti baleno,2016,2021-03-19T08:18:28.329,petrol,48541,533599,gurgaon,796,hatchback,,zeta 1.2 k12 cvt,TRUE,12394,80040,1
967,honda city,2012,2020-11-16T12:42:15.503,petrol,81212,325799,new delhi,2509,sedan,automatic,s at,TRUE,7567,48870,2
968,maruti swift dzire,2014,2021-01-10T12:37:28.715,diesel,87125,493599,bengaluru,801,sedan,manual,vdi bs iv,TRUE,11465,74040,2
969,volkswagen polo,2011,2021-04-10T09:20:55.96,petrol,61129,217299,new delhi,1875,hatchback,manual,comfortline 1.2l petrol,TRUE,5047,32595,2
970,maruti swift,2014,2021-03-18T12:26:39.749,diesel,40375,443599,chennai,3940,hatchback,manual,vdi,TRUE,10304,66540,1
971,renault kwid,2018,2021-04-10T07:46:14.994,petrol,3517,422099,pune,1401,hatchback,automatic,rxt 1.0 easy-r at option,TRUE,9804,63315,1
972,maruti swift,2015,2021-04-02T09:12:18.175,petrol,65380,441799,ahmedabad,818,hatchback,manual,vxi,FALSE,10262,66270,1
973,hyundai venue,2019,2021-04-10T13:16:40.4,petrol,7857,1031006,lucknow,2844,suv,,1.0 turbo gdi sx+ at,TRUE,23948,154651,1
974,maruti swift dzire,2014,2021-04-19T12:10:52.524,petrol,88009,416599,mumbai,198,sedan,manual,vxi 1.2 bs iv,TRUE,9677,62490,1
975,volkswagen polo,2012,2021-03-09T08:24:28.542,diesel,149569,238699,ghaziabad,88,hatchback,manual,comfortline 1.2l diesel,TRUE,5544,35805,1
976,maruti ignis,2017,2020-11-15T10:30:00.44,petrol,31152,526899,mumbai,1242,hatchback,automatic,zeta 1.2 k12 amt,TRUE,12239,79035,1
977,hyundai i20,2013,2020-12-25T11:29:47.351,diesel,81363,387199,chennai,1741,hatchback,manual,sportz 1.4 crdi,TRUE,8994,58080,2
978,maruti ciaz,2017,2021-02-02T12:20:26.861,petrol,61838,603699,noida,1577,sedan,manual,zxi plus,TRUE,14022,90555,1
979,maruti celerio,2017,2021-03-27T10:49:29.611,petrol,163124,389899,bengaluru,663,hatchback,manual,vxi,TRUE,9056,58485,1
980,hyundai grand i10,2014,2021-04-13T05:43:53.553,petrol & cng,75691,377199,pune,663,hatchback,manual,sportz 1.2 kappa vtvt,TRUE,8761,56580,1
981,tata zest,2016,2021-04-05T09:16:45.83,diesel,61903,397999,chennai,1310,sedan,,xm quadrajet 75ps,TRUE,9245,59700,1
982,skoda rapid,2012,2021-04-04T08:05:53.493,petrol,53525,293599,mumbai,1889,sedan,manual,elegance 1.6 mpfi mt,TRUE,6820,44040,2
983,hyundai verna,2015,2019-08-27T06:00:53.486,diesel,72206,550000,new delhi,122,sedan,manual,fluidic 1.6 sx crdi,FALSE,12775,82500,2
984,maruti eeco,2019,2021-02-13T05:57:59.435,petrol & cng,27346,449199,ahmedabad,644,suv,manual,5 str with ac plushtr,TRUE,10434,67380,1
985,toyota fortuner,2011,2021-02-17T12:08:00.031,diesel,190068,829399,mumbai,2157,luxury suv,manual,3.0 mt 4x4,TRUE,19265,124410,2
986,skoda rapid,2012,2021-02-21T05:42:38.197,diesel,182075,258499,new delhi,1616,sedan,manual,1.6 tdi mt ambition,TRUE,6004,38775,1
987,maruti swift,2018,2021-03-13T11:38:18.55,petrol,26202,624999,bengaluru,401,hatchback,manual,vxi,TRUE,14517,93750,1
988,maruti swift,2017,2021-03-17T12:30:40.878,petrol,24104,535399,hyderabad,2835,hatchback,manual,vxi,TRUE,12436,80310,1
989,maruti alto k10,2017,2021-02-24T10:44:58.039,petrol,18913,294299,gurgaon,2151,hatchback,manual,vxi,TRUE,6836,44145,2
990,maruti wagon r,2010,2019-09-06T04:00:37.33,petrol,66102,150000,new delhi,138,hatchback,manual,lxi,TRUE,3484,22500,1
991,maruti wagon r 1.0,2012,2021-03-31T11:33:32.622,petrol,40091,310599,mumbai,245,hatchback,manual,vxi,TRUE,7214,46590,1
992,maruti zen estilo,2010,2020-12-15T14:34:32.735,petrol,40225,213599,bengaluru,1453,hatchback,manual,lxi,TRUE,4961,32040,2
993,maruti alto 800,2015,2021-04-06T11:33:24.506,petrol,32821,232199,ahmedabad,1733,hatchback,manual,vxi,TRUE,5393,34830,1
994,maruti alto k10,2010,2021-02-19T05:23:22.199,petrol,40666,189699,new delhi,1327,hatchback,manual,vxi,TRUE,4406,28455,1
995,volkswagen jetta,2012,2021-03-20T09:07:40.447,petrol,88973,448699,new delhi,1171,sedan,manual,trendline 1.4 tsi mt,TRUE,10422,67305,2
996,maruti 800,2002,2019-12-31T16:07:01.563,petrol & lpg,77323,35000,ahmedabad,492,hatchback,manual,ac,FALSE,813,5250,2
997,honda amaze,2018,2021-02-07T08:05:30.443,diesel,53486,604299,ghaziabad,2756,sedan,,1.5 v cvt i-dtec,TRUE,14036,90645,1
998,maruti ignis,2018,2021-03-31T10:21:56.289,petrol,8854,562599,chennai,640,hatchback,manual,delta 1.2 k12,TRUE,13068,84390,1
999,honda amaze,2015,2021-03-04T12:40:38.652,petrol,46300,400499,pune,795,sedan,manual,1.2 smt i vtec,TRUE,9303,60075,1
1000,maruti alto k10,2016,2021-03-16T13:31:39.766,petrol,27245,284099,new delhi,1155,hatchback,manual,lxi,TRUE,6599,42615,1
1001,maruti alto k20,2004,2021-03-16T13:31:39.766,petrol,27245,284099,new delhi,1155,hatchback,manual,lxi,TRUE,6599,42615,1
1002,maruti suzuki,2002,2019-12-31T16:07:01.563,petrol & lpg,77323,35000,ahmedabad,492,hatchback,manual,ac,FALSE,813,5250,2
